nom,id,nom,match,"﻿""mcode"""
Trois-Rivières,3607711553,troisrivieres,Trois-Rivières,37067
Saint-Tite,3607715906,sainttite,Saint-Tite,35027
Saint-Augustin-de-Desmaures,3607716091,saintaugustindedesmaures,Saint-Augustin-de-Desmaures,23072
L'Ancienne-Lorette,3607716093,lanciennelorette,L'Ancienne-Lorette,23057
Stoneham-et-Tewkesbury,3607716425,stonehamettewkesbury,Stoneham-et-Tewkesbury,22035
Sainte-Brigitte-de-Laval,3607716426,saintebrigittedelaval,Sainte-Brigitte-de-Laval,22045
Lac-Beauport,3607716427,lacbeauport,Lac-Beauport,22040
Lac-Delage,3607716428,lacdelage,Lac-Delage,22030
Saint-Gabriel-de-Valcartier,3607716429,saintgabrieldevalcartier,Saint-Gabriel-de-Valcartier,22025
Shannon,3607716430,shannon,Shannon,22020
Lac-Saint-Joseph,3607716431,lacsaintjoseph,Lac-Saint-Joseph,22015
Fossambault-sur-le-Lac,3607716432,fossambaultsurlelac,Fossambault-sur-le-Lac,22010
Sainte-Catherine-de-la-Jacques-Cartier,3607716433,saintecatherinedelajacquescartier,Sainte-Catherine-de-la-Jacques-Cartier,22005
Lac-Édouard,3607716488,lacedouard,Lac-Édouard,90027
La Bostonnais,3607716489,labostonnais,La Bostonnais,90017
Saint-Tite-des-Caps,3607717046,sainttitedescaps,Saint-Tite-des-Caps,21005
Saint-Louis-de-Gonzague-du-Cap-Tourmente,3607717048,saintlouisdegonzagueducaptourmente,Saint-Louis-de-Gonzague-du-Cap-Tourmente,21015
Saint-Ferréol-les-Neiges,3607717049,saintferreollesneiges,Saint-Ferréol-les-Neiges,21010
Beaupré,3607717050,beaupre,Beaupré,21025
Sainte-Anne-de-Beaupré,3607717051,sainteannedebeaupre,Sainte-Anne-de-Beaupré,21030
Château-Richer,3607717052,chateauricher,Château-Richer,21035
L'Ange-Gardien,3607717053,langegardien,L'Ange-Gardien,21040
Boischatel,3607717054,boischatel,Boischatel,21045
Baie-Sainte-Catherine,3607717110,baiesaintecatherine,Baie-Sainte-Catherine,15065
Saint-Siméon,3607717111,saintsimeon,Saint-Siméon,15058
Saint-Irénée,3607717112,saintirenee,Saint-Irénée,15005
Clermont,3607717113,clermont,Clermont,87110
La Malbaie,3607717114,lamalbaie,La Malbaie,15013
Saint-Aimé-des-Lacs,3607717115,saintaimedeslacs,Saint-Aimé-des-Lacs,15030
Notre-Dame-des-Monts,3607717116,notredamedesmonts,Notre-Dame-des-Monts,15025
Saint-Hilarion,3607717118,sainthilarion,Saint-Hilarion,16050
Les Éboulements,3607717119,leseboulements,Les Éboulements,16048
Saint-Urbain,3607717120,sainturbain,Saint-Urbain,16055
L'Isle-aux-Coudres,3607717121,lisleauxcoudres,L'Isle-aux-Coudres,16023
Baie-Saint-Paul,3607717122,baiesaintpaul,Baie-Saint-Paul,16013
Petite-Rivière-Saint-François,3607717123,petiterivieresaintfrancois,Petite-Rivière-Saint-François,16005
Baie-Trinité,3607719053,baietrinite,Baie-Trinité,96005
Godbout,3607719054,godbout,Godbout,96010
Franquelin,3607719055,franquelin,Franquelin,96015
Baie-Comeau,3607719056,baiecomeau,Baie-Comeau,96020
Pointe-Lebel,3607719057,pointelebel,Pointe-Lebel,96025
Pointe-aux-Outardes,3607719058,pointeauxoutardes,Pointe-aux-Outardes,96030
Chute-aux-Outardes,3607719059,chuteauxoutardes,Chute-aux-Outardes,96035
Ragueneau,3607719060,ragueneau,Ragueneau,96040
Pessamit Innuat / Innus de Pessamit,3607719061,innusdepessamit,#N/A,#N/A
Colombier,3607719063,colombier,Colombier,95050
Forestville,3607719064,forestville,Forestville,95045
Portneuf-sur-Mer,3607719065,portneufsurmer,Portneuf-sur-Mer,95040
Longue-Rive,3607719066,longuerive,Longue-Rive,95032
Les Escoumins,3607719067,lesescoumins,Les Escoumins,95025
Les Bergeronnes,3607719068,lesbergeronnes,Les Bergeronnes,95018
Sacré-Coeur,3607719069,sacrecoeur,Sacré-Coeur,95010
Tadoussac,3607719070,tadoussac,Tadoussac,95005
ᑲᐛᐛᒋᑲᒪᒡ Kawawachikamach,3607722325,kawawachikamach,Kawawachikamach,99065
Lac-John,3607722326,lacjohn,Lac-John,97810
Matimekosh,3607722327,matimekosh,Matimekosh,97808
Schefferville,3607722328,schefferville,Schefferville,97040
Fermont,3607722329,fermont,Fermont,97035
Sept-Îles,3607722332,septiles,Sept-Îles,97007
Maliotenam,3607722333,maliotenam,Maliotenam,97804
Uashat,3607722334,uashat,Uashat,97802
Port-Cartier,3607722335,portcartier,Port-Cartier,97022
L'Île-d'Anticosti,3607734508,liledanticosti,L'Île-d'Anticosti,98020
Nutashkuan,3607734509,nutashkuan,#N/A,#N/A
Natashquan,3607734510,natashquan,Natashquan,98806
Aguanish,3607734511,aguanish,Aguanish,98030
Baie-Johan-Beetz,3607734512,baiejohanbeetz,Baie-Johan-Beetz,98035
Havre-Saint-Pierre,3607734513,havresaintpierre,Havre-Saint-Pierre,98040
Ekuanitshit - Mingan,3607734514,ekuanitshitmingan,#N/A,#N/A
Longue-Pointe-de-Mingan,3607734515,longuepointedemingan,Longue-Pointe-de-Mingan,98045
Rivière-Saint-Jean,3607734516,rivieresaintjean,Rivière-Saint-Jean,98050
Rivière-au-Tonnerre,3607734517,riviereautonnerre,Rivière-au-Tonnerre,98055
Blanc-Sablon,3607734572,blancsablon,Blanc-Sablon,98005
Bonne-Espérance,3607734573,bonneesperance,Bonne-Espérance,98010
Saint-Augustin,3607734575,saintaugustin,Saint-Augustin,98012
La Romaine,3607734576,laromaine,La Romaine,98804
Gros-Mécatina,3607734577,grosmecatina,Gros-Mécatina,98014
Côte-Nord-du-Golfe-du-Saint-Laurent,3607734578,cotenorddugolfedusaintlaurent,Côte-Nord-du-Golfe-du-Saint-Laurent,98015
Howick,3607743220,howick,Howick,69025
Très-Saint-Sacrement,3607743221,tressaintsacrement,Très-Saint-Sacrement,69030
Saint-Chrysostome,3607743222,saintchrysostome,Saint-Chrysostome,69017
Havelock,3607743223,havelock,Havelock,69005
Franklin,3607743224,franklin,Franklin,69010
Ormstown,3607743225,ormstown,Ormstown,69037
Hinchinbrooke,3607743226,hinchinbrooke,Hinchinbrooke,69045
Huntingdon,3607743227,huntingdon,Huntingdon,69055
Elgin,3607743228,elgin,Elgin,69050
Sainte-Barbe,3607743229,saintebarbe,Sainte-Barbe,69065
Godmanchester,3607743230,godmanchester,Godmanchester,69060
Saint-Anicet,3607743231,saintanicet,Saint-Anicet,69070
Dundee,3607743232,dundee,Dundee,69075
Beauharnois,3607765238,beauharnois,Beauharnois,70022
Saint-Urbain-Premier,3607765239,sainturbainpremier,Saint-Urbain-Premier,70005
Sainte-Martine,3607765240,saintemartine,Sainte-Martine,70012
Saint-Étienne-de-Beauharnois,3607765241,saintetiennedebeauharnois,Saint-Étienne-de-Beauharnois,70030
Saint-Louis-de-Gonzague,3607765242,saintlouisdegonzague,Saint-Louis-de-Gonzague,28035
Salaberry-de-Valleyfield,3607765243,salaberrydevalleyfield,Salaberry-de-Valleyfield,70052
Saint-Stanislas-de-Kostka,3607765244,saintstanislasdekostka,Saint-Stanislas-de-Kostka,70040
Napierville,3607785072,napierville,Napierville,68030
Saint-Cyprien-de-Napierville,3607785073,saintcypriendenapierville,Saint-Cyprien-de-Napierville,68035
Saint-Jacques-le-Mineur,3607785074,saintjacqueslemineur,Saint-Jacques-le-Mineur,68040
Saint-Édouard,3607785075,saintedouard,Saint-Édouard,68045
Saint-Patrice-de-Sherrington,3607785076,saintpatricedesherrington,Saint-Patrice-de-Sherrington,68025
Saint-Bernard-de-Lacolle,3607785077,saintbernarddelacolle,Saint-Bernard-de-Lacolle,68005
Saint-Michel,3607785078,saintmichel,Saint-Michel,68050
Saint-Rémi,3607785079,saintremi,Saint-Rémi,68055
Sainte-Clotilde,3607785080,sainteclotilde,Sainte-Clotilde,68020
Hemmingford (village),3607785081,hemmingford,Hemmingford,68015
Hemmingford (canton),3607785082,hemmingford,Hemmingford,68015
Candiac,3607785147,candiac,Candiac,67020
Sainte-Catherine,3607785148,saintecatherine,Sainte-Catherine,67030
La Prairie,3607785149,laprairie,La Prairie,67015
Delson,3607785150,delson,Delson,67025
Saint-Philippe,3607785151,saintphilippe,Saint-Philippe,67010
Saint-Mathieu,3607785152,saintmathieu,Saint-Mathieu,67005
Saint-Constant,3607785153,saintconstant,Saint-Constant,67035
Saint-Isidore,3607785154,saintisidore,Saint-Isidore,67040
Châteauguay,3607785155,chateauguay,Châteauguay,67050
Mercier,3607785156,mercier,Mercier,67045
Léry,3607785157,lery,Léry,67055
Sainte-Brigide-d'Iberville,3607820569,saintebrigidediberville,Sainte-Brigide-d'Iberville,56105
Mont-Saint-Grégoire,3607820570,montsaintgregoire,Mont-Saint-Grégoire,56097
Saint-Alexandre,3607820571,saintalexandre,Saint-Alexandre,56055
Saint-Sébastien,3607820572,saintsebastien,Saint-Sébastien,30085
Saint-Valentin,3607820573,saintvalentin,Saint-Valentin,56030
Saint-Jean-Baptiste,3607903219,saintjeanbaptiste,Saint-Jean-Baptiste,57033
Mont-Saint-Hilaire,3607903220,montsainthilaire,Mont-Saint-Hilaire,57035
Saint-Charles-sur-Richelieu,3607903221,saintcharlessurrichelieu,Saint-Charles-sur-Richelieu,57057
Saint-Denis-sur-Richelieu,3607903222,saintdenissurrichelieu,Saint-Denis-sur-Richelieu,57068
Saint-Antoine-sur-Richelieu,3607903223,saintantoinesurrichelieu,Saint-Antoine-sur-Richelieu,57075
Saint-Marc-sur-Richelieu,3607903224,saintmarcsurrichelieu,Saint-Marc-sur-Richelieu,57050
Otterburn Park,3607903225,otterburnpark,Otterburn Park,57030
McMasterville,3607903226,mcmasterville,McMasterville,57025
Beloeil,3607903227,beloeil,Beloeil,57040
Saint-Mathieu-de-Beloeil,3607903228,saintmathieudebeloeil,Saint-Mathieu-de-Beloeil,57045
Saint-Basile-le-Grand,3607903229,saintbasilelegrand,Saint-Basile-le-Grand,57020
Chambly,3607903230,chambly,Chambly,57005
Carignan,3607903231,carignan,Carignan,57010
Contrecœur,3607903241,contrecoeur,Contrecoeur,59035
Calixa-Lavallée,3607903242,calixalavallee,Calixa-Lavallée,59030
Verchères,3607903243,vercheres,Verchères,59025
Saint-Amable,3607903244,saintamable,Saint-Amable,59015
Sainte-Julie,3607903245,saintejulie,Sainte-Julie,59010
Varennes,3607903246,varennes,Varennes,59020
Saint-Paul-d'Abbotsford,3607903249,saintpauldabbotsford,Saint-Paul-d'Abbotsford,55015
Ange-Gardien,3607903250,angegardien,Ange-Gardien,55008
Saint-Césaire,3607903251,saintcesaire,Saint-Césaire,55023
Rougemont,3607903252,rougemont,Rougemont,55037
Sainte-Angèle-de-Monnoir,3607903253,sainteangeledemonnoir,Sainte-Angèle-de-Monnoir,55030
Marieville,3607903254,marieville,Marieville,55048
Richelieu,3607903255,richelieu,Richelieu,55057
Saint-Mathias-sur-Richelieu,3607903256,saintmathiassurrichelieu,Saint-Mathias-sur-Richelieu,55065
Bolton-Ouest,3607926990,boltonouest,Bolton-Ouest,46065
Abercorn,3607926991,abercorn,Abercorn,46005
Sutton,3607926992,sutton,Sutton,46058
Brome,3607926993,brome,Brome,46070
Lac-Brome,3607926994,lacbrome,Lac-Brome,46075
Bromont,3607926995,bromont,Bromont,46078
Brigham,3607926996,brigham,Brigham,46090
East Farnham,3607926997,eastfarnham,East Farnham,46085
Cowansville,3607926998,cowansville,Cowansville,46080
Dunham,3607926999,dunham,Dunham,46050
Saint-Ignace-de-Stanbridge,3607927000,saintignacedestanbridge,Saint-Ignace-de-Stanbridge,46095
Frelighsburg,3607927001,frelighsburg,Frelighsburg,46010
Stanbridge East,3607927002,stanbridgeeast,Stanbridge East,46045
Farnham,3607927003,farnham,Farnham,46112
Sainte-Sabine,3607927004,saintesabine,Sainte-Sabine,46105
Notre-Dame-de-Stanbridge,3607927005,notredamedestanbridge,Notre-Dame-de-Stanbridge,46100
Bedford (Ville),3607927006,bedford,Bedford,46035
Bedford (Canton),3607927007,bedford,Bedford,46035
Stanbridge Station,3607927008,stanbridgestation,Stanbridge Station,46030
Pike River,3607927009,pikeriver,Pike River,46025
Saint-Joachim-de-Shefford,3607927016,saintjoachimdeshefford,Saint-Joachim-de-Shefford,47040
Warden,3607927017,warden,Warden,47030
Waterloo,3607927018,waterloo,Waterloo,47025
Shefford,3607927019,shefford,Shefford,47035
Roxton Pond,3607927020,roxtonpond,Roxton Pond,47047
Sainte-Cécile-de-Milton,3607927021,saintececiledemilton,Sainte-Cécile-de-Milton,47055
Granby,3607927022,granby,Granby,47017
Saint-Alphonse-de-Granby,3607927023,saintalphonsedegranby,Saint-Alphonse-de-Granby,47010
Sainte-Hélène-de-Bagot,3607927117,saintehelenedebagot,Sainte-Hélène-de-Bagot,54095
Saint-Hugues,3607927118,sainthugues,Saint-Hugues,54100
Saint-Marcel-de-Richelieu,3607927119,saintmarcelderichelieu,Saint-Marcel-de-Richelieu,54125
Saint-Louis,3607927120,saintlouis,Saint-Louis,54120
Saint-Simon,3607927121,saintsimon,Saint-Simon,54090
Saint-Barnabé-Sud,3607927122,saintbarnabesud,Saint-Barnabé-Sud,54105
Saint-Jude,3607927123,saintjude,Saint-Jude,54110
Saint-Bernard-de-Michaudville,3607927124,saintbernarddemichaudville,Saint-Bernard-de-Michaudville,54115
Saint-Liboire,3607927125,saintliboire,Saint-Liboire,54072
Saint-Valérien-de-Milton,3607927126,saintvaleriendemilton,Saint-Valérien-de-Milton,54065
Saint-Dominique,3607927127,saintdominique,Saint-Dominique,54060
Saint-Pie,3607927128,saintpie,Saint-Pie,54008
Saint-Hyacinthe,3607927129,sainthyacinthe,Saint-Hyacinthe,54048
La Présentation,3607927130,lapresentation,La Présentation,54035
Sainte-Madeleine,3607927131,saintemadeleine,Sainte-Madeleine,54025
Sainte-Marie-Madeleine,3607927132,saintemariemadeleine,Sainte-Marie-Madeleine,54030
Saint-Damase,3607927133,saintdamase,Saint-Damase,7105
Saint-David,3607932156,saintdavid,Saint-David,53005
Saint-Gérard-Majella,3607932157,saintgerardmajella,Saint-Gérard-Majella,53085
Massueville,3607932158,massueville,Massueville,53010
Saint-Aimé,3607932159,saintaime,Saint-Aimé,53015
Yamaska,3607932160,yamaska,Yamaska,53072
Saint-Robert,3607932161,saintrobert,Saint-Robert,53020
Sainte-Anne-de-Sorel,3607932162,sainteannedesorel,Sainte-Anne-de-Sorel,53065
Sainte-Victoire-de-Sorel,3607932163,saintevictoiredesorel,Sainte-Victoire-de-Sorel,53025
Sorel-Tracy,3607932164,soreltracy,Sorel-Tracy,53052
Saint-Ours,3607932165,saintours,Saint-Ours,53032
Saint-Roch-de-Richelieu,3607932166,saintrochderichelieu,Saint-Roch-de-Richelieu,53040
Drummondville,3607932209,drummondville,Drummondville,49058
Sainte-Brigitte-des-Saults,3607932210,saintebrigittedessaults,Sainte-Brigitte-des-Saults,49085
Notre-Dame-du-Bon-Conseil (village),3607932211,notredamedubonconseil,Notre-Dame-du-Bon-Conseil,49080
Notre-Dame-du-Bon-Conseil (paroisse),3607932212,notredamedubonconseil,Notre-Dame-du-Bon-Conseil,49080
Saint-Cyrille-de-Wendover,3607932213,saintcyrilledewendover,Saint-Cyrille-de-Wendover,49070
Saint-Lucien,3607932214,saintlucien,Saint-Lucien,49030
Saint-Félix-de-Kingsey,3607932215,saintfelixdekingsey,Saint-Félix-de-Kingsey,49005
L'Avenir,3607932216,lavenir,L'Avenir,49025
Durham-Sud,3607932217,durhamsud,Durham-Sud,49015
Lefebvre,3607932218,lefebvre,Lefebvre,49020
Wickham,3607932219,wickham,Wickham,49040
Saint-Germain-de-Grantham,3607932220,saintgermaindegrantham,Saint-Germain-de-Grantham,49048
Saint-Majorique-de-Grantham,3607932221,saintmajoriquedegrantham,Saint-Majorique-de-Grantham,49095
Saint-Eugène,3607932222,sainteugene,Saint-Eugène,49105
Saint-Edmond-de-Grantham,3607932223,saintedmonddegrantham,Saint-Edmond-de-Grantham,49100
Saint-Guillaume,3607932224,saintguillaume,Saint-Guillaume,49113
Saint-Bonaventure,3607932225,saintbonaventure,Saint-Bonaventure,49125
Saint-Pie-de-Guire,3607932226,saintpiedeguire,Saint-Pie-de-Guire,49130
Béthanie,3607932240,bethanie,Béthanie,48005
Roxton Falls,3607932241,roxtonfalls,Roxton Falls,48010
Roxton,3607932242,roxton,Roxton,48015
Sainte-Christine,3607932243,saintechristine,Sainte-Christine,48020
Acton Vale,3607932244,actonvale,Acton Vale,48028
Upton,3607932245,upton,Upton,48038
Saint-Théodore-d'Acton,3607932246,sainttheodoredacton,Saint-Théodore-d'Acton,48045
Saint-Nazaire-d'Acton,3607932247,saintnazairedacton,Saint-Nazaire-d'Acton,48050
Stoke,3607950472,stoke,Stoke,42005
Saint-Claude,3607950473,saintclaude,Saint-Claude,42100
Val-Joli,3607950474,valjoli,Val-Joli,42095
Windsor,3607950475,windsor,Windsor,42088
Saint-François-Xavier-de-Brompton,3607950476,saintfrancoisxavierdebrompton,Saint-François-Xavier-de-Brompton,42020
Saint-Denis-de-Brompton,3607950477,saintdenisdebrompton,Saint-Denis-de-Brompton,42025
Canton de Cleveland,3607950478,cantondecleveland,#N/A,#N/A
Ville de Richmond,3607950479,villederichmond,#N/A,#N/A
Canton de Melbourne,3607950480,cantondemelbourne,#N/A,#N/A
Kingsbury,3607950481,kingsbury,Kingsbury,42070
Ulverton,3607950482,ulverton,Ulverton,42078
Racine,3607950483,racine,Racine,42032
Maricourt,3607950484,maricourt,Maricourt,42065
Valcourt (Canton),3607950485,valcourt,Valcourt,42060
Valcourt (ville),3607950486,valcourt,Valcourt,42060
Lawrenceville,3607950487,lawrenceville,Lawrenceville,42045
Bonsecours,3607950488,bonsecours,Bonsecours,42040
Sainte-Anne-de-la-Rochelle,3607950489,sainteannedelarochelle,Sainte-Anne-de-la-Rochelle,42050
Eastman,3607950490,eastman,Eastman,45093
Stukely-Sud,3607950491,stukelysud,Stukely-Sud,45105
Hatley (Canton),3607953109,hatley,Hatley,45043
North Hatley,3607953110,northhatley,North Hatley,45050
Hatley,3607953111,hatley,Hatley,45043
Ayer's Cliff,3607953112,ayerscliff,Ayer's Cliff,45035
Sainte-Catherine-de-Hatley,3607953113,saintecatherinedehatley,Sainte-Catherine-de-Hatley,45060
Stanstead (Ville),3607953114,stanstead,Stanstead,45008
Ogden,3607953115,ogden,Ogden,45020
Stanstead (Canton),3607953116,stanstead,Stanstead,45008
Magog,3607953117,magog,Magog,45072
Orford,3607953118,orford,Orford,45115
Saint-Benoît-du-Lac,3607953119,saintbenoitdulac,Saint-Benoît-du-Lac,45080
Austin,3607953120,austin,Austin,45085
Potton,3607953121,potton,Potton,45030
Bolton-Est,3607953122,boltonest,Bolton-Est,45095
Saint-Étienne-de-Bolton,3607953123,saintetiennedebolton,Saint-Étienne-de-Bolton,45100
Saint-Venant-de-Paquette,3607953155,saintvenantdepaquette,Saint-Venant-de-Paquette,44005
East Hereford,3607953156,easthereford,East Hereford,44010
Saint-Herménégilde,3607953157,sainthermenegilde,Saint-Herménégilde,44015
Saint-Malo,3607953158,saintmalo,Saint-Malo,44003
Sainte-Edwidge-de-Clifton,3607953159,sainteedwidgedeclifton,Sainte-Edwidge-de-Clifton,44055
Martinville,3607953160,martinville,Martinville,44060
Dixville,3607953161,dixville,Dixville,44023
Compton,3607953162,compton,Compton,44071
Coaticook,3607953163,coaticook,Coaticook,44037
Waterville,3607953164,waterville,Waterville,44080
Barnston-Ouest,3607953165,barnstonouest,Barnston-Ouest,44045
Stanstead-Est,3607953166,stansteadest,Stanstead-Est,44050
Weedon,3607953228,weedon,Weedon,41098
Lingwick,3607953229,lingwick,Lingwick,41085
Scotstown,3607953230,scotstown,Scotstown,41080
Hampden,3607953231,hampden,Hampden,41075
Bury,3607953232,bury,Bury,41070
Dudswell,3607953233,dudswell,Dudswell,41117
East Angus,3607953234,eastangus,East Angus,41060
La Patrie,3607953235,lapatrie,La Patrie,41027
Chartierville,3607953236,chartierville,Chartierville,41020
Newport,3607953237,newport,Newport,41037
Saint-Isidore-de-Clifton,3607953238,saintisidoredeclifton,Saint-Isidore-de-Clifton,41012
Cookshire-Eaton,3607953239,cookshireeaton,Cookshire-Eaton,41038
Westbury,3607953240,westbury,Westbury,41065
Ascot Corner,3607953241,ascotcorner,Ascot Corner,41055
Ham-Sud,3607997177,hamsud,Ham-Sud,40005
Saint-Adrien,3607997178,saintadrien,Saint-Adrien,40010
Wotton,3607997179,wotton,Wotton,40017
Saint-Camille,3607997180,saintcamille,Saint-Camille,40025
Saint-Georges-de-Windsor,3607997181,saintgeorgesdewindsor,Saint-Georges-de-Windsor,40032
Val-des-Sources,3607997182,valdessources,Val-des-Sources,40043
Danville,3607997183,danville,Danville,40047
Saint-Louis-de-Blandford,3607997254,saintlouisdeblandford,Saint-Louis-de-Blandford,39170
Maddington Falls,3607997255,maddingtonfalls,Maddington Falls,39165
Daveluyville,3607997256,daveluyville,Daveluyville,39152
Saint-Rosaire,3607997258,saintrosaire,Saint-Rosaire,39145
Saint-Norbert-d'Arthabaska,3607997259,saintnorbertdarthabaska,Saint-Norbert-d'Arthabaska,39043
Victoriaville,3607997260,victoriaville,Victoriaville,39062
Saint-Valère,3607997261,saintvalere,Saint-Valère,39135
Saint-Albert,3607997262,saintalbert,Saint-Albert,39085
Sainte-Hélène-de-Chester,3607997263,saintehelenedechester,Sainte-Hélène-de-Chester,39035
Saint-Christophe-d'Arthabaska,3607997264,saintchristophedarthabaska,Saint-Christophe-d'Arthabaska,39060
Warwick,3607997265,warwick,Warwick,39077
Sainte-Élizabeth-de-Warwick,3607997266,sainteelizabethdewarwick,Sainte-Élizabeth-de-Warwick,39090
Saint-Samuel,3607997267,saintsamuel,Saint-Samuel,39130
Sainte-Clotilde-de-Horton,3607997268,sainteclotildedehorton,Sainte-Clotilde-de-Horton,39117
Sainte-Séraphine,3607997269,sainteseraphine,Sainte-Séraphine,39105
Kingsey Falls,3607997270,kingseyfalls,Kingsey Falls,39097
Tingwick,3607997271,tingwick,Tingwick,39025
Chesterville,3607997272,chesterville,Chesterville,39030
Saint-Rémi-de-Tingwick,3607997273,saintremidetingwick,Saint-Rémi-de-Tingwick,39020
Notre-Dame-de-Ham,3607997274,notredamedeham,Notre-Dame-de-Ham,39015
Ham-Nord,3607997275,hamnord,Ham-Nord,39010
Saints-Martyrs-Canadiens,3607997276,saintsmartyrscanadiens,Saints-Martyrs-Canadiens,39005
